                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |     159238 |     170178 |     148413 |     156000 |     127719 |     134802 |     176841 |     134851 |     165369 |     146151 |     178202 |     162627 |     169239 |     158391 |     176787 |     172706
  Cycles                             |     541998 |     541998 |     541998 |     541998 |     541998 |     541998 |     541998 |     541998 |     541998 |     541998 |     541998 |     541998 |     541998 |     541998 |     541998 |     541998
  IPC                                |       0.29 |       0.31 |       0.27 |       0.29 |       0.24 |       0.25 |       0.33 |       0.25 |       0.31 |       0.27 |       0.33 |       0.30 |       0.31 |       0.29 |       0.33 |       0.32
  Time (ns)                          |     203759 |     203759 |     203759 |     203759 |     203759 |     203759 |     203759 |     203759 |     203759 |     203759 |     203759 |     203759 |     203759 |     203759 |     203759 |     203759
  Idle time (ns)                     |      79881 |      78827 |      96501 |      83851 |     115259 |     109038 |      79462 |     110762 |      78884 |     101675 |      73018 |      92267 |      72612 |      91870 |      74747 |      71787
  Idle time (%)                      |      39.2% |      38.7% |      47.4% |      41.2% |      56.6% |      53.5% |      39.0% |      54.4% |      38.7% |      49.9% |      35.8% |      45.3% |      35.6% |      45.1% |      36.7% |      35.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      19211 |      21044 |      17430 |      18687 |      13952 |      15163 |      22122 |      15162 |      20235 |      16997 |      22343 |      19778 |      20841 |      19078 |      22120 |      21439
  num incorrect                      |        169 |        164 |        147 |        155 |        168 |        146 |        193 |        155 |        168 |        203 |        199 |        168 |        207 |        154 |        186 |        187
  misprediction rate                 |      0.87% |      0.77% |      0.84% |      0.82% |      1.19% |      0.95% |      0.86% |      1.01% |      0.82% |      1.18% |      0.88% |      0.84% |      0.98% |      0.80% |      0.83% |      0.86%
  mpki                               |       1.06 |       0.96 |       0.99 |       0.99 |       1.32 |       1.08 |       1.09 |       1.15 |       1.02 |       1.39 |       1.12 |       1.03 |       1.22 |       0.97 |       1.05 |       1.08
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13017 |      13011 |      13020 |      13020 |      13015 |      13012 |      13020 |      13015 |      13020 |      13020 |      13020 |      13020 |      13020 |      13015 |      13020 |      13014
    num cache misses                 |         16 |         15 |         16 |         16 |         16 |         15 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         15
    miss rate                        |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12%
    mpki                             |       0.10 |       0.09 |       0.11 |       0.10 |       0.13 |       0.11 |       0.09 |       0.12 |       0.10 |       0.11 |       0.09 |       0.10 |       0.09 |       0.10 |       0.09 |       0.09
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      89150 |      94627 |      83740 |      87535 |      73376 |      76929 |      97954 |      76967 |      92218 |      82609 |      98635 |      90847 |      94153 |      88712 |      97927 |      95892
    num cache misses                 |       7137 |       6987 |       6020 |       6447 |       4480 |       4704 |       5077 |       4581 |       6249 |       5245 |       6046 |       5325 |       7070 |       5578 |       6426 |       6682
    miss rate                        |      8.01% |      7.38% |      7.19% |      7.37% |      6.11% |      6.11% |      5.18% |      5.95% |      6.78% |      6.35% |      6.13% |      5.86% |      7.51% |      6.29% |      6.56% |      6.97%
    mpki                             |      44.82 |      41.06 |      40.56 |      41.33 |      35.08 |      34.90 |      28.71 |      33.97 |      37.79 |      35.89 |      33.93 |      32.74 |      41.78 |      35.22 |      36.35 |      38.69
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       7607 |       7417 |       6414 |       6851 |       4876 |       5120 |       5597 |       4957 |       6755 |       5649 |       6547 |       5777 |       7576 |       6052 |       6924 |       7184
    num cache misses                 |       3302 |       3309 |       2884 |       3276 |       2051 |       2319 |       2802 |       2153 |       2897 |       2319 |       2949 |       2477 |       2986 |       2530 |       2788 |       2874
    miss rate                        |     43.41% |     44.61% |     44.96% |     47.82% |     42.06% |     45.29% |     50.06% |     43.43% |     42.89% |     41.05% |     45.04% |     42.88% |     39.41% |     41.80% |     40.27% |     40.01%
    mpki                             |      20.74 |      19.44 |      19.43 |      21.00 |      16.06 |      17.20 |      15.84 |      15.97 |      17.52 |      15.87 |      16.55 |      15.23 |      17.64 |      15.97 |      15.77 |      16.64
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       3692 |       3674 |       3228 |       3628 |       2404 |       2688 |       3284 |       2483 |       3346 |       2679 |       3410 |       2887 |       3406 |       2949 |       3217 |       3333
    num cache misses                 |       3270 |       3276 |       2860 |       3248 |       2040 |       2312 |       2794 |       2147 |       2890 |       2312 |       2940 |       2470 |       2973 |       2524 |       2779 |       2866
    miss rate                        |     88.57% |     89.17% |     88.60% |     89.53% |     84.86% |     86.01% |     85.08% |     86.47% |     86.37% |     86.30% |     86.22% |     85.56% |     87.29% |     85.59% |     86.38% |     85.99%
    mpki                             |      20.54 |      19.25 |      19.27 |      20.82 |      15.97 |      17.15 |      15.80 |      15.92 |      17.48 |      15.82 |      16.50 |      15.19 |      17.57 |      15.94 |      15.72 |      16.59
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       1314 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      75.14 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      21.71 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        130 |         94 |        108 |        116 |         84 |         88 |        130 |         88 |        111 |         94 |         92 |         91 |        108 |        100 |        113 |        125
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        246 |        248 |        229 |        236 |        235 |        255 |        297 |        213 |        274 |        220 |        315 |        265 |        256 |        279 |        287 |        273
