                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    1403189 |    1402421 |    1402582 |    1402794 |    1403720 |    1403387 |    1403087 |    1403016 |    1404022 |    1402038 |    1403887 |    1402606 |    1403364 |    1402667 |    1402986 |    1402377
  Cycles                             |  102342142 |  102342142 |  102342142 |  102342142 |  102342142 |  102342142 |  102342142 |  102342142 |  102342142 |  102342142 |  102342142 |  102342142 |  102342142 |  102342142 |  102342142 |  102342142
  IPC                                |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Time (ns)                          |   38474490 |   38474490 |   38474490 |   38474490 |   38474490 |   38474490 |   38474490 |   38474490 |   38474490 |   38474490 |   38474490 |   38474490 |   38474490 |   38474490 |   38474490 |   38474490
  Idle time (ns)                     |   37050930 |   37054686 |   37053923 |   37053614 |   37050006 |   37051536 |   37050870 |   37055285 |   37058592 |   37062805 |   37057124 |   37059704 |   37058111 |   37065700 |   37060265 |   37065113
  Idle time (%)                      |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     110674 |     110555 |     110599 |     110624 |     110800 |     110698 |     110668 |     110680 |     110776 |     110550 |     110722 |     110590 |     110752 |     110647 |     110651 |     110574
  num incorrect                      |        504 |        507 |        496 |        496 |        512 |        507 |        500 |        476 |        523 |        470 |        540 |        503 |        462 |        461 |        489 |        487
  misprediction rate                 |      0.45% |      0.46% |      0.45% |      0.45% |      0.46% |      0.46% |      0.45% |      0.43% |      0.47% |      0.42% |      0.49% |      0.45% |      0.42% |      0.41% |      0.44% |      0.44%
  mpki                               |       0.36 |       0.36 |       0.35 |       0.35 |       0.36 |       0.36 |       0.36 |       0.34 |       0.37 |       0.34 |       0.38 |       0.36 |       0.33 |       0.33 |       0.35 |       0.35
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      19452 |      19472 |      19439 |      19455 |      19390 |      19453 |      19440 |      19444 |      19443 |      19431 |      19483 |      19456 |      19416 |      19436 |      19476 |      19452
