                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   29530331 |   26590697 |   30753682 |   24615272 |   28284642 |   21119645 |   25349347 |   27730497 |   28247411 |   23702987 |   25584737 |   18654727 |   23933964 |   23323027 |   26414882 |   24497187
  Cycles                             |   55574772 |   55574772 |   55574772 |   55574772 |   55574772 |   55574772 |   55574772 |   55574772 |   55574772 |   55574772 |   55574772 |   55574772 |   55574772 |   55574772 |   55574772 |   55574772
  IPC                                |       0.53 |       0.48 |       0.55 |       0.44 |       0.51 |       0.38 |       0.46 |       0.50 |       0.51 |       0.43 |       0.46 |       0.34 |       0.43 |       0.42 |       0.48 |       0.44
  Time (ns)                          |   20892772 |   20892772 |   20892772 |   20892772 |   20892772 |   20892772 |   20892772 |   20892772 |   20892772 |   20892772 |   20892772 |   20892772 |   20892772 |   20892772 |   20892772 |   20892772
  Idle time (ns)                     |     874715 |    2442752 |     161692 |    3887736 |     157337 |    3867333 |     984030 |     304568 |      71748 |    2220598 |    1230094 |    5565781 |    2200853 |    2481301 |     714692 |    1655415
  Idle time (%)                      |       4.2% |      11.7% |       0.8% |      18.6% |       0.8% |      18.5% |       4.7% |       1.5% |       0.3% |      10.6% |       5.9% |      26.6% |      10.5% |      11.9% |       3.4% |       7.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5738220 |    5150330 |    5982905 |    4755218 |    5489067 |    4056136 |    4902051 |    5378267 |    5481662 |    4572784 |    4949099 |    3563126 |    4618923 |    4496799 |    5115176 |    4731594
  num incorrect                      |        252 |        224 |        239 |        244 |        269 |        207 |        233 |        240 |        227 |        221 |        256 |        227 |        278 |        214 |        208 |        251
  misprediction rate                 |      0.00% |      0.00% |      0.00% |      0.01% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01% |      0.01% |      0.00% |      0.00% |      0.01%
  mpki                               |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     211018 |     211012 |     211017 |     211017 |     211017 |     211012 |     211012 |     211017 |     211015 |     211017 |     211017 |     211017 |     211016 |     211017 |     211017 |     211017
    num cache misses                 |         16 |         15 |         16 |         16 |         16 |         15 |         15 |         16 |         15 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
