                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |     231677 |     256570 |     322786 |     244923 |     259317 |     273688 |     275466 |     254230 |     278170 |     244567 |     259948 |     256992 |     232079 |     270698 |     287845 |     258340
  Cycles                             |    1371877 |    1371877 |    1371877 |    1371877 |    1371877 |    1371877 |    1371877 |    1371877 |    1371877 |    1371877 |    1371877 |    1371877 |    1371877 |    1371877 |    1371877 |    1371877
  IPC                                |       0.17 |       0.19 |       0.24 |       0.18 |       0.19 |       0.20 |       0.20 |       0.19 |       0.20 |       0.18 |       0.19 |       0.19 |       0.17 |       0.20 |       0.21 |       0.19
  Time (ns)                          |     515743 |     515743 |     515743 |     515743 |     515743 |     515743 |     515743 |     515743 |     515743 |     515743 |     515743 |     515743 |     515743 |     515743 |     515743 |     515743
  Idle time (ns)                     |     169807 |     137849 |      86701 |     134565 |      72641 |      94642 |      84814 |     111135 |      80012 |     128428 |     105386 |     106074 |     158354 |     108544 |      71825 |      95172
  Idle time (%)                      |      32.9% |      26.7% |      16.8% |      26.1% |      14.1% |      18.4% |      16.4% |      21.5% |      15.5% |      24.9% |      20.4% |      20.6% |      30.7% |      21.0% |      13.9% |      18.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      37014 |      41994 |      55213 |      39676 |      42591 |      45426 |      45741 |      41482 |      46330 |      39607 |      42692 |      42072 |      37130 |      44845 |      48249 |      42383
  num incorrect                      |        120 |        118 |        152 |        117 |         84 |        123 |        156 |        178 |        118 |        116 |        104 |        138 |        100 |        103 |        133 |         99
  misprediction rate                 |      0.32% |      0.28% |      0.27% |      0.29% |      0.20% |      0.27% |      0.34% |      0.43% |      0.25% |      0.29% |      0.24% |      0.33% |      0.27% |      0.23% |      0.27% |      0.23%
  mpki                               |       0.52 |       0.46 |       0.47 |       0.48 |       0.32 |       0.45 |       0.57 |       0.70 |       0.42 |       0.47 |       0.40 |       0.54 |       0.43 |       0.38 |       0.46 |       0.38
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13018 |      13016 |      13021 |      13016 |      13014 |      13014 |      13014 |      13011 |      13011 |      13016 |      13011 |      13014 |      13011 |      13012 |      13009 |      13011
    num cache misses                 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         15 |         15 |         16 |         15 |         16 |         15 |         15 |         14 |         15
    miss rate                        |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.11% |      0.12%
    mpki                             |       0.07 |       0.06 |       0.05 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.05 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.05 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     142412 |     157352 |     197104 |     150394 |     159033 |     167655 |     168699 |     155985 |     170349 |     150183 |     159393 |     157638 |     142695 |     165846 |     176153 |     158451
    num cache misses                 |      10298 |      10230 |      11467 |       9997 |      11662 |      10474 |      10544 |       9906 |      11395 |       9668 |      10192 |      10180 |       9667 |      10143 |      10845 |      10291
    miss rate                        |      7.23% |      6.50% |      5.82% |      6.65% |      7.33% |      6.25% |      6.25% |      6.35% |      6.69% |      6.44% |      6.39% |      6.46% |      6.77% |      6.12% |      6.16% |      6.49%
    mpki                             |      44.45 |      39.87 |      35.53 |      40.82 |      44.97 |      38.27 |      38.28 |      38.96 |      40.96 |      39.53 |      39.21 |      39.61 |      41.65 |      37.47 |      37.68 |      39.84
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10450 |      10361 |      11624 |      10159 |      11763 |      10616 |      10726 |      10056 |      11542 |       9807 |      10330 |      10351 |       9814 |      10272 |      10976 |      10433
    num cache misses                 |      10314 |      10246 |      11483 |      10013 |      11678 |      10491 |      10561 |       9921 |      11410 |       9684 |      10207 |      10196 |       9682 |      10158 |      10859 |      10306
    miss rate                        |     98.70% |     98.89% |     98.79% |     98.56% |     99.28% |     98.82% |     98.46% |     98.66% |     98.86% |     98.75% |     98.81% |     98.50% |     98.65% |     98.89% |     98.93% |     98.78%
    mpki                             |      44.52 |      39.93 |      35.57 |      40.88 |      45.03 |      38.33 |      38.34 |      39.02 |      41.02 |      39.60 |      39.27 |      39.67 |      41.72 |      37.53 |      37.73 |      39.89
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10450 |      10361 |      11624 |      10159 |      11763 |      10616 |      10726 |      10056 |      11542 |       9807 |      10330 |      10351 |       9814 |      10272 |      10976 |      10433
    num cache misses                 |       4537 |       5107 |       6338 |       5067 |       4939 |       5295 |       5401 |       5043 |       5408 |       4870 |       5057 |       5351 |       4325 |       5188 |       5695 |       5296
    miss rate                        |     43.42% |     49.29% |     54.53% |     49.88% |     41.99% |     49.88% |     50.35% |     50.15% |     46.85% |     49.66% |     48.95% |     51.70% |     44.07% |     50.51% |     51.89% |     50.76%
    mpki                             |      19.58 |      19.90 |      19.64 |      20.69 |      19.05 |      19.35 |      19.61 |      19.84 |      19.44 |      19.91 |      19.45 |      20.82 |      18.64 |      19.17 |      19.78 |      20.50
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |        127 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     252.52 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     199.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          4 |          7 |          7 |          3 |          5 |          4 |          7 |          6 |          4 |          6 |          4 |          7 |          3 |          3 |          4 |          7
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1940 |       2281 |       2367 |       2317 |       2151 |       2362 |       2465 |       2330 |       2131 |       2182 |       2313 |       2446 |       1791 |       2270 |       2355 |       2420
