                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |     280031 |     343757 |     341536 |     349780 |     351922 |     317485 |     292246 |     326612
  Cycles                             |     601587 |     601587 |     601587 |     601587 |     601587 |     601587 |     601587 |     601587
  IPC                                |       0.47 |       0.57 |       0.57 |       0.58 |       0.58 |       0.53 |       0.49 |       0.54
  Time (ns)                          |     226161 |     226161 |     226161 |     226161 |     226161 |     226161 |     226161 |     226161
  Idle time (ns)                     |      83849 |      84085 |      87361 |      83174 |      88530 |      98743 |     109507 |      93132
  Idle time (%)                      |      37.1% |      37.2% |      38.6% |      36.8% |      39.1% |      43.7% |      48.4% |      41.2%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |      46698 |      59452 |      59014 |      60675 |      61093 |      54184 |      49137 |      56008
  num incorrect                      |        114 |        108 |        102 |         95 |        103 |        122 |        126 |        126
  misprediction rate                 |      0.24% |      0.18% |      0.17% |      0.16% |      0.17% |      0.22% |      0.26% |      0.22%
  mpki                               |       0.41 |       0.31 |       0.30 |       0.27 |       0.29 |       0.38 |       0.43 |       0.39
TLB Summary                          |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      13018 |      13016 |      13016 |      13010 |      13014 |      13016 |      13012 |      13014
    num cache misses                 |         16 |         16 |         16 |         14 |         16 |         16 |         15 |         16
    miss rate                        |      0.12% |      0.12% |      0.12% |      0.11% |      0.12% |      0.12% |      0.12% |      0.12%
    mpki                             |       0.06 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |     171446 |     209695 |     208362 |     213313 |     214596 |     193932 |     178788 |     199410
    num cache misses                 |       4156 |       3173 |       3079 |       3156 |       2975 |       2762 |       2609 |       2958
    miss rate                        |      2.42% |      1.51% |      1.48% |      1.48% |      1.39% |      1.42% |      1.46% |      1.48%
    mpki                             |      14.84 |       9.23 |       9.02 |       9.02 |       8.45 |       8.70 |       8.93 |       9.06
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |       4294 |       3304 |       3190 |       3287 |       3107 |       2890 |       2747 |       3089
    num cache misses                 |       4172 |       3189 |       3095 |       3170 |       2991 |       2779 |       2624 |       2975
    miss rate                        |     97.16% |     96.52% |     97.02% |     96.44% |     96.27% |     96.16% |     95.52% |     96.31%
    mpki                             |      14.90 |       9.28 |       9.06 |       9.06 |       8.50 |       8.75 |       8.98 |       9.11
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       4294 |       3304 |       3190 |       3287 |       3107 |       2890 |       2747 |       3089
    num cache misses                 |       4172 |       3189 |       3095 |       3170 |       2991 |       2779 |       2624 |       2975
    miss rate                        |     97.16% |     96.52% |     97.02% |     96.44% |     96.27% |     96.16% |     95.52% |     96.31%
    mpki                             |      14.90 |       9.28 |       9.06 |       9.06 |       8.50 |       8.75 |       8.98 |       9.11
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |        192 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     234.41 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     180.98 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          9 |          9 |          8 |          8 |         14 |          8 |          9 |         11
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        107 |        103 |         83 |        100 |         93 |        103 |        108 |        103
