                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   42272481 |   44567360 |   44787064 |   36878384 |   45998955 |   46181950 |   43064835 |   45419943
  Cycles                             |   27149698 |   27149698 |   27149698 |   27149698 |   27149698 |   27149698 |   27149698 |   27149698
  IPC                                |       1.56 |       1.64 |       1.65 |       1.36 |       1.69 |       1.70 |       1.59 |       1.67
  Time (ns)                          |   10206654 |   10206654 |   10206654 |   10206654 |   10206654 |   10206654 |   10206654 |   10206654
  Idle time (ns)                     |     829819 |     391524 |     347195 |    1893846 |     110927 |      83197 |     696118 |     233751
  Idle time (%)                      |       8.1% |       3.8% |       3.4% |      18.6% |       1.1% |       0.8% |       6.8% |       2.3%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10331815 |   10905554 |   10960456 |    8983339 |   11263391 |   11309184 |   10529928 |   11118665
  num incorrect                      |        542 |        529 |        549 |        503 |        583 |        551 |        526 |        558
  misprediction rate                 |      0.01% |      0.00% |      0.01% |      0.01% |      0.01% |      0.00% |      0.00% |      0.01%
  mpki                               |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
TLB Summary                          |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     212018 |     212017 |     212017 |     212017 |     212022 |     212011 |     212022 |     212022
    num cache misses                 |         16 |         17 |         17 |         17 |         17 |         15 |         17 |         17
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   21392755 |   22540207 |   22650055 |   18695722 |   23255992 |   23347498 |   21788942 |   22966488
    num cache misses                 |      10067 |      10496 |      10562 |       8765 |      10812 |      10765 |      10164 |      10684
    miss rate                        |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.23 |       0.24 |       0.24
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      11089 |      11445 |      11509 |       9729 |      11805 |      11719 |      11141 |      11643
    num cache misses                 |      10084 |      10513 |      10579 |       8782 |      10829 |      10780 |      10181 |      10701
    miss rate                        |     90.94% |     91.86% |     91.92% |     90.27% |     91.73% |     91.99% |     91.38% |     91.91%
    mpki                             |       0.24 |       0.24 |       0.24 |       0.24 |       0.24 |       0.23 |       0.24 |       0.24
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      11089 |      11445 |      11509 |       9729 |      11805 |      11719 |      11141 |      11643
    num cache misses                 |       6081 |       6224 |       6239 |       5151 |       6385 |       6251 |       5885 |       6138
    miss rate                        |     54.84% |     54.38% |     54.21% |     52.94% |     54.09% |     53.34% |     52.82% |     52.72%
    mpki                             |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |         50 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     155.97 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     102.54 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          4 |          5 |          5 |          8 |          4 |          3 |          4 |          3
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3681 |       3819 |       3865 |       3080 |       4061 |       4018 |       3800 |       3919
