                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   82227726 |   94139872 |   90022014 |   94567036 |   88709114 |   94450402 |   93560562 |   86900060 |   89472239 |   92820279 |   94309497 |   75022612 |   89669733 |   93690830 |   90587479 |   79348714
  Cycles                             |   52952524 |   52952524 |   52952524 |   52952524 |   52952524 |   52952524 |   52952524 |   52952524 |   52952524 |   52952524 |   52952524 |   52952524 |   52952524 |   52952524 |   52952524 |   52952524
  IPC                                |       1.55 |       1.78 |       1.70 |       1.79 |       1.68 |       1.78 |       1.77 |       1.64 |       1.69 |       1.75 |       1.78 |       1.42 |       1.69 |       1.77 |       1.71 |       1.50
  Time (ns)                          |   19906964 |   19906964 |   19906964 |   19906964 |   19906964 |   19906964 |   19906964 |   19906964 |   19906964 |   19906964 |   19906964 |   19906964 |   19906964 |   19906964 |   19906964 |   19906964
  Idle time (ns)                     |    2726488 |     384662 |    1196763 |     291367 |    1224700 |      91192 |     261460 |    1580224 |    1029950 |     372229 |      71762 |    3921584 |     976782 |     156565 |     795821 |    3036162
  Idle time (%)                      |      13.7% |       1.9% |       6.0% |       1.5% |       6.2% |       0.5% |       1.3% |       7.9% |       5.2% |       1.9% |       0.4% |      19.7% |       4.9% |       0.8% |       4.0% |      15.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   20320622 |   23298594 |   22269189 |   23405379 |   21940953 |   23376199 |   23153798 |   21488701 |   22131664 |   22968599 |   23340972 |   18519423 |   22181093 |   23186341 |   22410577 |   19600893
  num incorrect                      |        799 |        858 |        814 |        876 |        819 |        898 |        839 |        809 |        893 |        954 |        896 |        721 |        836 |        860 |        796 |        782
  misprediction rate                 |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
