                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    1126635 |    1219604 |    1285427 |     949696 |     823985 |    1061671 |    1139416 |    1259578 |    1091663 |    1162462 |    1209151 |     942266 |    1162487 |    1118771 |     954329 |    1227747
  Cycles                             |    6381462 |    6381462 |    6381462 |    6381462 |    6381462 |    6381462 |    6381462 |    6381462 |    6381462 |    6381462 |    6381462 |    6381462 |    6381462 |    6381462 |    6381462 |    6381462
  IPC                                |       0.18 |       0.19 |       0.20 |       0.15 |       0.13 |       0.17 |       0.18 |       0.20 |       0.17 |       0.18 |       0.19 |       0.15 |       0.18 |       0.18 |       0.15 |       0.19
  Time (ns)                          |    2399046 |    2399046 |    2399046 |    2399046 |    2399046 |    2399046 |    2399046 |    2399046 |    2399046 |    2399046 |    2399046 |    2399046 |    2399046 |    2399046 |    2399046 |    2399046
  Idle time (ns)                     |     355373 |     237793 |     164747 |     636787 |     809719 |     380204 |     224158 |      75378 |     262705 |     130232 |      83610 |     607718 |     105654 |     212726 |     542620 |      71818
  Idle time (%)                      |      14.8% |       9.9% |       6.9% |      26.5% |      33.8% |      15.8% |       9.3% |       3.1% |      11.0% |       5.4% |       3.5% |      25.3% |       4.4% |       8.9% |      22.6% |       3.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     169961 |     185458 |     196407 |     140468 |     119529 |     159148 |     172041 |     192113 |     164148 |     175906 |     183717 |     139234 |     175882 |     168672 |     141231 |     186792
  num incorrect                      |        152 |        152 |        176 |        157 |        147 |        143 |        204 |        159 |        141 |        180 |        154 |        153 |        211 |        135 |        169 |        174
  misprediction rate                 |      0.09% |      0.08% |      0.09% |      0.11% |      0.12% |      0.09% |      0.12% |      0.08% |      0.09% |      0.10% |      0.08% |      0.11% |      0.12% |      0.08% |      0.12% |      0.09%
  mpki                               |       0.13 |       0.12 |       0.14 |       0.17 |       0.18 |       0.13 |       0.18 |       0.13 |       0.13 |       0.15 |       0.13 |       0.16 |       0.18 |       0.12 |       0.18 |       0.14
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      31017 |      31015 |      31013 |      31020 |      31013 |      31013 |      31020 |      31020 |      31013 |      31020 |      31013 |      31015 |      31013 |      31013 |      31013 |      31014
