                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |     232818 |     231895 |     229983 |     231170 |     232108 |     231167 |     229808 |     229826 |     231139 |     231347 |     230278 |     231651 |     232243 |     230945 |     230946 |     231182
  Cycles                             |   12083131 |   12083131 |   12083131 |   12083131 |   12083131 |   12083131 |   12083131 |   12083131 |   12083131 |   12083131 |   12083131 |   12083131 |   12083131 |   12083131 |   12083131 |   12083131
  IPC                                |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  Time (ns)                          |    4542531 |    4542531 |    4542531 |    4542531 |    4542531 |    4542531 |    4542531 |    4542531 |    4542531 |    4542531 |    4542531 |    4542531 |    4542531 |    4542531 |    4542531 |    4542531
  Idle time (ns)                     |    4327560 |    4329602 |    4335705 |    4335510 |    4311881 |    4313531 |    4321575 |    4320259 |    4314252 |    4310751 |    4320127 |    4315745 |    4311409 |    4312809 |    4316222 |    4311502
  Idle time (%)                      |      95.3% |      95.3% |      95.4% |      95.4% |      94.9% |      95.0% |      95.1% |      95.1% |      95.0% |      94.9% |      95.1% |      95.0% |      94.9% |      94.9% |      95.0% |      94.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      20171 |      20145 |      20028 |      20099 |      20136 |      20139 |      20013 |      20049 |      20009 |      20092 |      20138 |      20177 |      20195 |      20078 |      20095 |      20164
  num incorrect                      |       1307 |       1284 |       1233 |       1218 |       1306 |       1259 |       1174 |       1202 |       1286 |       1301 |       1122 |       1260 |       1249 |       1262 |       1222 |       1224
  misprediction rate                 |      6.09% |      5.99% |      5.80% |      5.71% |      6.09% |      5.88% |      5.54% |      5.66% |      6.04% |      6.08% |      5.28% |      5.88% |      5.82% |      5.91% |      5.73% |      5.72%
  mpki                               |       5.61 |       5.54 |       5.36 |       5.27 |       5.63 |       5.45 |       5.11 |       5.23 |       5.56 |       5.62 |       4.87 |       5.44 |       5.38 |       5.46 |       5.29 |       5.29
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      19673 |      19518 |      19337 |      19515 |      19550 |      19420 |      19403 |      19320 |      19530 |      19440 |      19385 |      19469 |      19575 |      19427 |      19475 |      19439
    num cache misses                 |         24 |         25 |         25 |         25 |         25 |         25 |         24 |         25 |         24 |         25 |         24 |         25 |         24 |         25 |         24 |         25
    miss rate                        |      0.12% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.12% |      0.13% |      0.12% |      0.13% |      0.12% |      0.13% |      0.12% |      0.13% |      0.12% |      0.13%
    mpki                             |       0.10 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.10 |       0.11 |       0.10 |       0.11 |       0.10 |       0.11 |       0.10 |       0.11 |       0.10 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     140498 |     140102 |     139366 |     139902 |     140181 |     139768 |     139370 |     139293 |     139905 |     139868 |     139503 |     139955 |     140250 |     139762 |     139789 |     139808
    num cache misses                 |       4688 |       4590 |       4199 |       4402 |       4428 |       4168 |       4016 |       4051 |       4274 |       4307 |       4089 |       4244 |       4437 |       4373 |       4218 |       4280
    miss rate                        |      3.34% |      3.28% |      3.01% |      3.15% |      3.16% |      2.98% |      2.88% |      2.91% |      3.05% |      3.08% |      2.93% |      3.03% |      3.16% |      3.13% |      3.02% |      3.06%
    mpki                             |      20.14 |      19.79 |      18.26 |      19.04 |      19.08 |      18.03 |      17.48 |      17.63 |      18.49 |      18.62 |      17.76 |      18.32 |      19.10 |      18.94 |      18.26 |      18.51
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       6271 |       6127 |       5608 |       5920 |       5909 |       5573 |       5432 |       5515 |       5739 |       5800 |       5507 |       5688 |       5938 |       5843 |       5641 |       5691
    num cache misses                 |       4716 |       4624 |       4230 |       4435 |       4457 |       4200 |       4045 |       4084 |       4301 |       4333 |       4119 |       4272 |       4466 |       4403 |       4253 |       4310
    miss rate                        |     75.20% |     75.47% |     75.43% |     74.92% |     75.43% |     75.36% |     74.47% |     74.05% |     74.94% |     74.71% |     74.80% |     75.11% |     75.21% |     75.36% |     75.39% |     75.73%
    mpki                             |      20.26 |      19.94 |      18.39 |      19.19 |      19.20 |      18.17 |      17.60 |      17.77 |      18.61 |      18.73 |      17.89 |      18.44 |      19.23 |      19.07 |      18.42 |      18.64
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       6271 |       6127 |       5608 |       5920 |       5909 |       5573 |       5432 |       5515 |       5739 |       5800 |       5507 |       5688 |       5938 |       5843 |       5641 |       5692
    num cache misses                 |       3869 |       3803 |       3493 |       3615 |       3618 |       3444 |       3280 |       3357 |       3526 |       3585 |       3377 |       3531 |       3603 |       3524 |       3453 |       3448
    miss rate                        |     61.70% |     62.07% |     62.29% |     61.06% |     61.23% |     61.80% |     60.38% |     60.87% |     61.44% |     61.81% |     61.32% |     62.08% |     60.68% |     60.31% |     61.21% |     60.58%
    mpki                             |      16.62 |      16.40 |      15.19 |      15.64 |      15.59 |      14.90 |      14.27 |      14.61 |      15.25 |      15.50 |      14.66 |      15.24 |      15.51 |      15.26 |      14.95 |      14.91
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       5473 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      66.10 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      12.67 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        351 |        336 |        292 |        272 |        288 |        297 |        287 |        299 |        337 |        301 |        276 |        305 |        276 |        291 |        282 |        293
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2082 |       2023 |       1909 |       2033 |       1989 |       1845 |       1829 |       1866 |       1943 |       1986 |       1916 |       1931 |       2007 |       1985 |       1928 |       1917
