                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    6443326 |    6268733 |    5791581 |    5902785 |    6818582 |    5899949 |    6986957 |    6936743 |    6938809 |    6177903 |    6411794 |    6748347 |    6683311 |    7041849 |    6655262 |    6790443
  Cycles                             |    5094935 |    5094935 |    5094935 |    5094935 |    5094935 |    5094935 |    5094935 |    5094935 |    5094935 |    5094935 |    5094935 |    5094935 |    5094935 |    5094935 |    5094935 |    5094935
  IPC                                |       1.26 |       1.23 |       1.14 |       1.16 |       1.34 |       1.16 |       1.37 |       1.36 |       1.36 |       1.21 |       1.26 |       1.32 |       1.31 |       1.38 |       1.31 |       1.33
  Time (ns)                          |    1915389 |    1915389 |    1915389 |    1915389 |    1915389 |    1915389 |    1915389 |    1915389 |    1915389 |    1915389 |    1915389 |    1915389 |    1915389 |    1915389 |    1915389 |    1915389
  Idle time (ns)                     |     206057 |     273660 |     396786 |     368521 |     122320 |     363429 |      74582 |      91893 |      74845 |     296483 |     244413 |     156193 |     170600 |      71759 |     190739 |     145632
  Idle time (%)                      |      10.8% |      14.3% |      20.7% |      19.2% |       6.4% |      19.0% |       3.9% |       4.8% |       3.9% |      15.5% |      12.8% |       8.2% |       8.9% |       3.7% |      10.0% |       7.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1577013 |    1533293 |    1413995 |    1441771 |    1670791 |    1441072 |    1712836 |    1700229 |    1700793 |    1510506 |    1569132 |    1653307 |    1636936 |    1726640 |    1629912 |    1663815
  num incorrect                      |        554 |        615 |        622 |        645 |        582 |        635 |        611 |        689 |        630 |        683 |        542 |        509 |        617 |        562 |        636 |        533
  misprediction rate                 |      0.04% |      0.04% |      0.04% |      0.04% |      0.03% |      0.04% |      0.04% |      0.04% |      0.04% |      0.05% |      0.03% |      0.03% |      0.04% |      0.03% |      0.04% |      0.03%
  mpki                               |       0.09 |       0.10 |       0.11 |       0.11 |       0.09 |       0.11 |       0.09 |       0.10 |       0.09 |       0.11 |       0.08 |       0.08 |       0.09 |       0.08 |       0.10 |       0.08
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      32020 |      32030 |      32032 |      32030 |      32027 |      32032 |      32032 |      32020 |      32030 |      32027 |      32026 |      32025 |      32020 |      32011 |      32022 |      32020
    num cache misses                 |         16 |         18 |         18 |         18 |         18 |         18 |         18 |         17 |         18 |         18 |         18 |         18 |         17 |         15 |         17 |         17
    miss rate                        |      0.05% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.05% |      0.06% |      0.06% |      0.06% |      0.06% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3253172 |    3165866 |    2927287 |    2982887 |    3440798 |    2981468 |    3524951 |    3499883 |    3500900 |    3120445 |    3237404 |    3405687 |    3373160 |    3552441 |    3359136 |    3426738
    num cache misses                 |      18198 |      17322 |      16029 |      16202 |      19053 |      16175 |      19489 |      19283 |      19740 |      17135 |      17473 |      18532 |      18211 |      19400 |      17919 |      18597
    miss rate                        |      0.56% |      0.55% |      0.55% |      0.54% |      0.55% |      0.54% |      0.55% |      0.55% |      0.56% |      0.55% |      0.54% |      0.54% |      0.54% |      0.55% |      0.53% |      0.54%
    mpki                             |       2.82 |       2.76 |       2.77 |       2.74 |       2.79 |       2.74 |       2.79 |       2.78 |       2.84 |       2.77 |       2.73 |       2.75 |       2.72 |       2.75 |       2.69 |       2.74
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      19374 |      18464 |      17112 |      17315 |      20195 |      17231 |      20583 |      20367 |      20932 |      18267 |      18620 |      19598 |      19293 |      20422 |      19020 |      19674
    num cache misses                 |      11058 |      10038 |       9136 |       9196 |      11396 |       9282 |      11528 |      11412 |      12063 |       9936 |      10141 |      10719 |      10573 |      11479 |      10358 |      10789
    miss rate                        |     57.08% |     54.37% |     53.39% |     53.11% |     56.43% |     53.87% |     56.01% |     56.03% |     57.63% |     54.39% |     54.46% |     54.69% |     54.80% |     56.21% |     54.46% |     54.84%
