                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |     297765 |     276219 |     231950 |     297152 |     286534 |     296363 |     281470 |     254234
  Cycles                             |     467845 |     467845 |     467845 |     467845 |     467845 |     467845 |     467845 |     467845
  IPC                                |       0.64 |       0.59 |       0.50 |       0.64 |       0.61 |       0.63 |       0.60 |       0.54
  Time (ns)                          |     175882 |     175882 |     175882 |     175882 |     175882 |     175882 |     175882 |     175882
  Idle time (ns)                     |      84876 |      84913 |     103356 |      83230 |      88807 |      85477 |      87567 |      94433
  Idle time (%)                      |      48.3% |      48.3% |      58.8% |      47.3% |      50.5% |      48.6% |      49.8% |      53.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |      61199 |      55784 |      44693 |      60976 |      58345 |      60835 |      57157 |      50307
  num incorrect                      |        244 |        282 |        292 |        310 |        291 |        265 |        224 |        257
  misprediction rate                 |      0.40% |      0.50% |      0.65% |      0.51% |      0.50% |      0.43% |      0.39% |      0.51%
  mpki                               |       0.82 |       1.02 |       1.26 |       1.04 |       1.02 |       0.89 |       0.80 |       1.01
TLB Summary                          |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      14018 |      14013 |      14017 |      14018 |      14013 |      14013 |      14013 |      14013
    num cache misses                 |         16 |         16 |         17 |         17 |         16 |         16 |         16 |         16
    miss rate                        |      0.11% |      0.11% |      0.12% |      0.12% |      0.11% |      0.11% |      0.11% |      0.11%
    mpki                             |       0.05 |       0.06 |       0.07 |       0.06 |       0.06 |       0.05 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |     157912 |     147147 |     125006 |     157603 |     152290 |     157217 |     149775 |     136149
    num cache misses                 |       2975 |       2772 |       2310 |       2936 |       2872 |       2888 |       2881 |       2733
    miss rate                        |      1.88% |      1.88% |      1.85% |      1.86% |      1.89% |      1.84% |      1.92% |      2.01%
    mpki                             |       9.99 |      10.04 |       9.96 |       9.88 |      10.02 |       9.74 |      10.24 |      10.75
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |       3615 |       3372 |       2939 |       3424 |       3530 |       3456 |       3466 |       3361
    num cache misses                 |       1498 |       1455 |       1148 |       1449 |       1328 |       1441 |       1365 |       1261
    miss rate                        |     41.44% |     43.15% |     39.06% |     42.32% |     37.62% |     41.70% |     39.38% |     37.52%
    mpki                             |       5.03 |       5.27 |       4.95 |       4.88 |       4.63 |       4.86 |       4.85 |       4.96
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       1870 |       1821 |       1519 |       1746 |       1659 |       1791 |       1699 |       1601
    num cache misses                 |       1413 |       1382 |       1087 |       1386 |       1258 |       1372 |       1310 |       1199
    miss rate                        |     75.56% |     75.89% |     71.56% |     79.38% |     75.83% |     76.61% |     77.10% |     74.89%
    mpki                             |       4.75 |       5.00 |       4.69 |       4.66 |       4.39 |       4.63 |       4.65 |       4.72
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |         49 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     167.58 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     114.15 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          2 |          3 |          3 |          5 |          3 |          3 |          6 |          3
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        503 |        469 |        334 |        408 |        462 |        405 |        373 |        333
