                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |     230781 |     232275 |     232119 |     232348 |     230911 |     232511 |     231981 |     232603 |     231862 |     231096 |     231922 |     232205 |     232680 |     233019 |     232187 |     231123
  Cycles                             |   10576924 |   10576924 |   10576924 |   10576924 |   10576924 |   10576924 |   10576924 |   10576924 |   10576924 |   10576924 |   10576924 |   10576924 |   10576924 |   10576924 |   10576924 |   10576924
  IPC                                |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  Time (ns)                          |    3976287 |    3976287 |    3976287 |    3976287 |    3976287 |    3976287 |    3976287 |    3976287 |    3976287 |    3976287 |    3976287 |    3976287 |    3976287 |    3976287 |    3976287 |    3976287
  Idle time (ns)                     |    3772253 |    3770789 |    3769877 |    3774229 |    3772676 |    3769945 |    3772326 |    3773479 |    3772556 |    3774692 |    3774463 |    3771050 |    3771340 |    3770700 |    3770846 |    3771559
  Idle time (%)                      |      94.9% |      94.8% |      94.8% |      94.9% |      94.9% |      94.8% |      94.9% |      94.9% |      94.9% |      94.9% |      94.9% |      94.8% |      94.8% |      94.8% |      94.8% |      94.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      19992 |      20043 |      20063 |      20081 |      19956 |      20062 |      20095 |      20139 |      20040 |      19994 |      19985 |      20075 |      20101 |      20109 |      20023 |      20024
  num incorrect                      |       1309 |       1370 |       1372 |       1351 |       1345 |       1394 |       1325 |       1351 |       1366 |       1350 |       1394 |       1367 |       1367 |       1378 |       1408 |       1296
  misprediction rate                 |      6.15% |      6.40% |      6.40% |      6.30% |      6.31% |      6.50% |      6.19% |      6.29% |      6.38% |      6.32% |      6.52% |      6.38% |      6.37% |      6.41% |      6.57% |      6.08%
  mpki                               |       5.67 |       5.90 |       5.91 |       5.81 |       5.82 |       6.00 |       5.71 |       5.81 |       5.89 |       5.84 |       6.01 |       5.89 |       5.88 |       5.91 |       6.06 |       5.61
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      19439 |      19612 |      19530 |      19594 |      19471 |      19589 |      19507 |      19587 |      19525 |      19443 |      19573 |      19574 |      19625 |      19676 |      19553 |      19469
    num cache misses                 |         24 |         25 |         25 |         25 |         25 |         24 |         24 |         25 |         25 |         24 |         24 |         25 |         25 |         25 |         25 |         24
    miss rate                        |      0.12% |      0.13% |      0.13% |      0.13% |      0.13% |      0.12% |      0.12% |      0.13% |      0.13% |      0.12% |      0.12% |      0.13% |      0.13% |      0.13% |      0.13% |      0.12%
    mpki                             |       0.10 |       0.11 |       0.11 |       0.11 |       0.11 |       0.10 |       0.10 |       0.11 |       0.11 |       0.10 |       0.10 |       0.11 |       0.11 |       0.11 |       0.11 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     139701 |     140295 |     140163 |     140302 |     139772 |     140339 |     140133 |     140368 |     140093 |     139786 |     140181 |     140239 |     140437 |     140577 |     140228 |     139842
