                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   83859369 |   90311742 |   95368241 |   96043324 |   78413570 |   85438418 |   92365670 |   94952792 |   95592335 |   94656592 |   87470351 |   95883706 |   95786934 |   95980591 |   85357170 |   89699205
  Cycles                             |   52846158 |   52846158 |   52846158 |   52846158 |   52846158 |   52846158 |   52846158 |   52846158 |   52846158 |   52846158 |   52846158 |   52846158 |   52846158 |   52846158 |   52846158 |   52846158
  IPC                                |       1.59 |       1.71 |       1.80 |       1.82 |       1.48 |       1.62 |       1.75 |       1.80 |       1.81 |       1.79 |       1.66 |       1.81 |       1.81 |       1.82 |       1.62 |       1.70
  Time (ns)                          |   19866977 |   19866977 |   19866977 |   19866977 |   19866977 |   19866977 |   19866977 |   19866977 |   19866977 |   19866977 |   19866977 |   19866977 |   19866977 |   19866977 |   19866977 |   19866977
  Idle time (ns)                     |    2624245 |    1370861 |     391783 |     260094 |    3516002 |    2165070 |     799867 |     286388 |     174887 |     335913 |    1745551 |      91682 |     105764 |      71688 |    2158570 |    1288558
  Idle time (%)                      |      13.2% |       6.9% |       2.0% |       1.3% |      17.7% |      10.9% |       4.0% |       1.4% |       0.9% |       1.7% |       8.8% |       0.5% |       0.5% |       0.4% |      10.9% |       6.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   20728601 |   22341739 |   23605810 |   23774656 |   19367140 |   21123334 |   22855168 |   23502004 |   23661828 |   23427917 |   21631363 |   23734674 |   23710517 |   23758887 |   21103071 |   22188520
  num incorrect                      |        727 |        690 |        737 |        670 |        743 |        761 |        743 |        689 |        747 |        720 |        716 |        743 |        707 |        752 |        708 |        774
  misprediction rate                 |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     210018 |     210021 |     210021 |     210021 |     210021 |     210021 |     210021 |     210021 |     210021 |     210021 |     210021 |     210021 |     210021 |     210019 |     210021 |     210021
    num cache misses                 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   42186704 |   45412897 |   47941142 |   48278689 |   39463809 |   42976233 |   46439861 |   47733423 |   48053192 |   47585319 |   43992200 |   48198877 |   48150491 |   48247320 |   42935594 |   45106628
    num cache misses                 |      18581 |      19966 |      20944 |      21088 |      17638 |      18972 |      20509 |      20982 |      21161 |      21041 |      19395 |      21285 |      21097 |      21173 |      18893 |      19921
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      19615 |      20952 |      21917 |      22045 |      18634 |      19939 |      21521 |      21937 |      22167 |      22023 |      20381 |      22245 |      22109 |      22128 |      19855 |      20889
    num cache misses                 |       9573 |      10486 |      11087 |      11182 |       9529 |      10203 |      11192 |      11689 |      11438 |      11448 |      10409 |      11703 |      11515 |      11414 |       9921 |      10701
    miss rate                        |     48.80% |     50.05% |     50.59% |     50.72% |     51.14% |     51.17% |     52.01% |     53.28% |     51.60% |     51.98% |     51.07% |     52.61% |     52.08% |     51.58% |     49.97% |     51.23%
