                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10231306 |   13920907 |   13397632 |   14378182 |   10794383 |   14319632 |   13605322 |   12735814 |   13232315 |   13933199 |   12705244 |   14059465 |   12716045 |   11950814 |   11992342 |   11003537
  Cycles                             |   57337554 |   57337554 |   57337554 |   57337554 |   57337554 |   57337554 |   57337554 |   57337554 |   57337554 |   57337554 |   57337554 |   57337554 |   57337554 |   57337554 |   57337554 |   57337554
  IPC                                |       0.18 |       0.24 |       0.23 |       0.25 |       0.19 |       0.25 |       0.24 |       0.22 |       0.23 |       0.24 |       0.22 |       0.25 |       0.22 |       0.21 |       0.21 |       0.19
  Time (ns)                          |   21555472 |   21555472 |   21555472 |   21555472 |   21555472 |   21555472 |   21555472 |   21555472 |   21555472 |   21555472 |   21555472 |   21555472 |   21555472 |   21555472 |   21555472 |   21555472
  Idle time (ns)                     |    5219582 |     621616 |    1393544 |     576269 |    4766174 |     309394 |     877522 |    2549695 |     613474 |     310561 |    1592264 |     809828 |      71677 |    1412860 |    1733566 |    4001066
  Idle time (%)                      |      24.2% |       2.9% |       6.5% |       2.7% |      22.1% |       1.4% |       4.1% |      11.8% |       2.8% |       1.4% |       7.4% |       3.8% |       0.3% |       6.6% |       8.0% |      18.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1878440 |    2616317 |    2511671 |    2707784 |    1991036 |    2696081 |    2553226 |    2379313 |    2478605 |    2618762 |    2373211 |    2644039 |    2375375 |    2222327 |    2230632 |    2032870
  num incorrect                      |        227 |        273 |        264 |        261 |        255 |        254 |        247 |        264 |        266 |        292 |        252 |        262 |        241 |        250 |        251 |        246
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     211018 |     211016 |     211016 |     211016 |     211011 |     211016 |     211016 |     211011 |     211018 |     211011 |     211011 |     211018 |     211017 |     211011 |     211011 |     211016
    num cache misses                 |         16 |         16 |         16 |         16 |         15 |         16 |         16 |         15 |         16 |         15 |         15 |         16 |         16 |         15 |         15 |         16
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6261011 |    8474785 |    8160820 |    8749150 |    6598876 |    8714020 |    8285434 |    7763736 |    8061624 |    8482167 |    7745394 |    8557917 |    7751860 |    7292736 |    7317648 |    6724363
    num cache misses                 |     563852 |     687536 |     656032 |     690554 |     526359 |     662025 |     653606 |     606469 |     770750 |     727459 |     673381 |     717652 |     664976 |     633617 |     624157 |     557361
    miss rate                        |      9.01% |      8.11% |      8.04% |      7.89% |      7.98% |      7.60% |      7.89% |      7.81% |      9.56% |      8.58% |      8.69% |      8.39% |      8.58% |      8.69% |      8.53% |      8.29%
    mpki                             |      55.11 |      49.39 |      48.97 |      48.03 |      48.76 |      46.23 |      48.04 |      47.62 |      58.25 |      52.21 |      53.00 |      51.04 |      52.29 |      53.02 |      52.05 |      50.65
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     563895 |     687590 |     656085 |     690610 |     526410 |     662082 |     653667 |     606524 |     770811 |     727521 |     673436 |     717707 |     665030 |     633672 |     624204 |     557411
    num cache misses                 |     356825 |     423133 |     403545 |     421976 |     337571 |     439053 |     428298 |     388519 |     464437 |     425776 |     395908 |     414597 |     447108 |     414871 |     408362 |     355280
    miss rate                        |     63.28% |     61.54% |     61.51% |     61.10% |     64.13% |     66.31% |     65.52% |     64.06% |     60.25% |     58.52% |     58.79% |     57.77% |     67.23% |     65.47% |     65.42% |     63.74%
    mpki                             |      34.88 |      30.40 |      30.12 |      29.35 |      31.27 |      30.66 |      31.48 |      30.51 |      35.10 |      30.56 |      31.16 |      29.49 |      35.16 |      34.71 |      34.05 |      32.29
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     356852 |     423170 |     403580 |     422015 |     337607 |     439093 |     428340 |     388559 |     464479 |     425822 |     395948 |     414633 |     447145 |     414911 |     408393 |     355313
    num cache misses                 |     111484 |     163209 |     157409 |     169014 |     120916 |     167845 |     162540 |     150199 |     156086 |     164091 |     152210 |     165757 |     152806 |     146254 |     144540 |     130383
    miss rate                        |     31.24% |     38.57% |     39.00% |     40.05% |     35.82% |     38.23% |     37.95% |     38.66% |     33.60% |     38.54% |     38.44% |     39.98% |     34.17% |     35.25% |     35.39% |     36.70%
    mpki                             |      10.90 |      11.72 |      11.75 |      11.75 |      11.20 |      11.72 |      11.95 |      11.79 |      11.80 |      11.78 |      11.98 |      11.79 |      12.02 |      12.24 |      12.05 |      11.85
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |         73 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     202.46 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     149.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          2 |          3 |          3 |          4 |          3 |          3 |          3 |          3 |          4 |          3 |          3 |          3 |          4 |          6 |          4 |          3
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      50660 |      73425 |      71863 |      74940 |      59465 |      78042 |      76217 |      70449 |      63961 |      71301 |      69095 |      71855 |      77481 |      73259 |      72395 |      63537
