                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   16030676 |   17680342 |   17634812 |   16550077 |   18284324 |   16990452 |   16515352 |   18068276
  Cycles                             |   27633571 |   27633571 |   27633571 |   27633571 |   27633571 |   27633571 |   27633571 |   27633571
  IPC                                |       0.58 |       0.64 |       0.64 |       0.60 |       0.66 |       0.61 |       0.60 |       0.65
  Time (ns)                          |   10388561 |   10388561 |   10388561 |   10388561 |   10388561 |   10388561 |   10388561 |   10388561
  Idle time (ns)                     |    1661652 |     306734 |     291080 |     584072 |     754333 |     571348 |     900310 |      83146
  Idle time (%)                      |      16.0% |       3.0% |       2.8% |       5.6% |       7.3% |       5.5% |       8.7% |       0.8%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    3038281 |    3368199 |    3359131 |    3142182 |    3489002 |    3230232 |    3135232 |    3445797
  num incorrect                      |        260 |        278 |        240 |        242 |        276 |        269 |        250 |        269
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.01
TLB Summary                          |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     211018 |     211016 |     211016 |     211016 |     211012 |     211016 |     211014 |     211012
    num cache misses                 |         16 |         16 |         16 |         16 |         15 |         16 |         16 |         15
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    9740633 |   10730446 |   10703128 |   10052287 |   11092834 |   10316513 |   10031454 |   10963205
    num cache misses                 |    1129248 |    1123566 |    1121633 |    1060107 |    1371068 |    1172949 |    1122430 |    1173391
    miss rate                        |     11.59% |     10.47% |     10.48% |     10.55% |     12.36% |     11.37% |     11.19% |     10.70%
    mpki                             |      70.44 |      63.55 |      63.60 |      64.05 |      74.99 |      69.04 |      67.96 |      64.94
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1129302 |    1123627 |    1121685 |    1060159 |    1371120 |    1173000 |    1122487 |    1173453
    num cache misses                 |     204969 |     220455 |     220298 |     217025 |     230179 |     215928 |     207097 |     225450
    miss rate                        |     18.15% |     19.62% |     19.64% |     20.47% |     16.79% |     18.41% |     18.45% |     19.21%
    mpki                             |      12.79 |      12.47 |      12.49 |      13.11 |      12.59 |      12.71 |      12.54 |      12.48
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     205004 |     220494 |     220328 |     217059 |     230208 |     215959 |     207134 |     225494
    num cache misses                 |     204969 |     220454 |     220297 |     217025 |     230179 |     215928 |     207097 |     225450
    miss rate                        |     99.98% |     99.98% |     99.99% |     99.98% |     99.99% |     99.99% |     99.98% |     99.98%
    mpki                             |      12.79 |      12.47 |      12.49 |      13.11 |      12.59 |      12.71 |      12.54 |      12.48
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |         49 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     157.96 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     104.53 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          3 |          3 |          3 |          4 |          6 |          4 |          3 |          3
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |         36 |         39 |         27 |         32 |         28 |         33 |         37 |         41
