                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    1402813 |    1401492 |    1403569 |    1402347 |    1402816 |    1403133 |    1402045 |    1401996 |    1401365 |    1400286 |    1401957 |    1403144 |    1402924 |    1403956 |    1403008 |    1403211
  Cycles                             |  101803156 |  101803156 |  101803156 |  101803156 |  101803156 |  101803156 |  101803156 |  101803156 |  101803156 |  101803156 |  101803156 |  101803156 |  101803156 |  101803156 |  101803156 |  101803156
  IPC                                |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Time (ns)                          |   38271863 |   38271863 |   38271863 |   38271863 |   38271863 |   38271863 |   38271863 |   38271863 |   38271863 |   38271863 |   38271863 |   38271863 |   38271863 |   38271863 |   38271863 |   38271863
  Idle time (ns)                     |   36855607 |   36860988 |   36852914 |   36855956 |   36854401 |   36850284 |   36856913 |   36856526 |   36877586 |   36882196 |   36874992 |   36869197 |   36875468 |   36868355 |   36873092 |   36875516
  Idle time (%)                      |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.3% |      96.4% |      96.4% |      96.4% |      96.3% |      96.4% |      96.3% |      96.3% |      96.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     110715 |     110652 |     110871 |     110699 |     110746 |     110897 |     110655 |     110605 |     110567 |     110432 |     110646 |     110737 |     110763 |     110870 |     110768 |     110859
  num incorrect                      |        434 |        337 |        394 |        391 |        410 |        420 |        395 |        423 |        388 |        365 |        391 |        453 |        410 |        439 |        418 |        365
  misprediction rate                 |      0.39% |      0.30% |      0.35% |      0.35% |      0.37% |      0.38% |      0.36% |      0.38% |      0.35% |      0.33% |      0.35% |      0.41% |      0.37% |      0.39% |      0.38% |      0.33%
  mpki                               |       0.31 |       0.24 |       0.28 |       0.28 |       0.29 |       0.30 |       0.28 |       0.30 |       0.28 |       0.26 |       0.28 |       0.32 |       0.29 |       0.31 |       0.30 |       0.26
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      19372 |      19291 |      19357 |      19357 |      19361 |      19246 |      19345 |      19390 |      19338 |      19352 |      19347 |      19396 |      19354 |      19387 |      19351 |      19325
    num cache misses                 |         24 |         24 |         25 |         25 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.12% |      0.12% |      0.13% |      0.13% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12%
    mpki                             |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     950794 |     950362 |     951002 |     950652 |     950787 |     950706 |     950556 |     950572 |     950360 |     950057 |     950536 |     950904 |     950814 |     951130 |     950836 |     950873
    num cache misses                 |       2644 |       2444 |       2737 |       2583 |       2623 |       2749 |       2508 |       2549 |       2208 |       2051 |       2270 |       2465 |       2389 |       2575 |       2433 |       2471
    miss rate                        |      0.28% |      0.26% |      0.29% |      0.27% |      0.28% |      0.29% |      0.26% |      0.27% |      0.23% |      0.22% |      0.24% |      0.26% |      0.25% |      0.27% |      0.26% |      0.26%
    mpki                             |       1.88 |       1.74 |       1.95 |       1.84 |       1.87 |       1.96 |       1.79 |       1.82 |       1.58 |       1.46 |       1.62 |       1.76 |       1.70 |       1.83 |       1.73 |       1.76
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       2968 |       2739 |       3063 |       2904 |       2928 |       3094 |       2835 |       2882 |       2744 |       2590 |       2799 |       3008 |       2931 |       3142 |       2970 |       3030
    num cache misses                 |       2222 |       2051 |       2305 |       2165 |       2188 |       2348 |       2072 |       2138 |       1809 |       1677 |       1856 |       2037 |       1911 |       2058 |       1936 |       1964
